symbol,name,sector,industry,industry_etf,industry_etf_name,industry_score,sector_etf,sector_etf_name,sector_score,etf_symbol_primary,etf_symbol_secondary,etf_match_source,etf_override_notes
MIAX,"Miami International Holdings, Inc.",Financial Services,Capital Markets,KCE,SPDR S&P Capital Markets ETF,0.5,XLF,Financial Select Sector SPDR Fund,1.0,KCE,XLF,fuzzy,
MIDD,The Middleby Corporation,Industrials,Specialty Industrial Machinery,XLI,Industrial Select Sector SPDR Fund,0.3333333333333333,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
MIR,"Mirion Technologies, Inc.",Industrials,Specialty Industrial Machinery,XLI,Industrial Select Sector SPDR Fund,0.3333333333333333,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,FTXG,First Trust Nasdaq Food & Beverage ETF,0.3333333333333333,XLP,Consumer Staples Select Sector SPDR Fund,1.0,FTXG,XLP,fuzzy,
MKL,Markel Group Inc.,Financial Services,Insurance - Property & Casualty,KIE,SPDR S&P Insurance ETF,0.2,XLF,Financial Select Sector SPDR Fund,1.0,KIE,XLF,fuzzy,
MKSI,MKS Inc.,Technology,Scientific & Technical Instruments,,,0.0,XLK,Technology Select Sector SPDR Fund,1.0,XLK,,fuzzy,
MKTX,MarketAxess Holdings Inc.,Financial Services,Capital Markets,KCE,SPDR S&P Capital Markets ETF,0.5,XLF,Financial Select Sector SPDR Fund,1.0,KCE,XLF,fuzzy,
MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,XLB,Materials Select Sector SPDR Fund,0.5,XLB,Materials Select Sector SPDR Fund,0.5,XLB,,fuzzy,
MLTX,MoonLake Immunotherapeutics,Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
MLYS,"Mineralys Therapeutics, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
MMM,3M Company,Industrials,Conglomerates,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
MMYT,MakeMyTrip Limited,Consumer Cyclical,Travel Services,,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
MNDY,monday.com Ltd.,Technology,Software - Application,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
MNKD,MannKind Corporation,Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
MNR,Mach Natural Resources LP,Energy,Oil & Gas E&P,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.42857142857142855,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,XRT,SPDR S&P Retail ETF,0.25,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,XRT,RSPD,fuzzy,
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,FTXG,First Trust Nasdaq Food & Beverage ETF,0.3333333333333333,XLP,Consumer Staples Select Sector SPDR Fund,1.0,FTXG,XLP,fuzzy,
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,XLV,Health Care Select Sector SPDR Fund,0.5,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
MORN,"Morningstar, Inc.",Financial Services,Financial Data & Stock Exchanges,XLF,Financial Select Sector SPDR Fund,0.3333333333333333,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,,,0.0,XLB,Materials Select Sector SPDR Fund,0.5,XLB,,fuzzy,
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,XLI,Industrial Select Sector SPDR Fund,0.25,XLB,Materials Select Sector SPDR Fund,0.5,XLI,XLB,fuzzy,
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.25,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
MPLT,"MapLight Therapeutics, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
MPLX,MPLX LP,Energy,Oil & Gas Midstream,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.2857142857142857,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,SMH,VanEck Semiconductor ETF,1.0,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
MQ,"Marqeta, Inc.",Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,ITA,iShares U.S. Aerospace & Defense ETF,0.5,XLI,Industrial Select Sector SPDR Fund,1.0,ITA,XLI,fuzzy,
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
MRP,"Millrose Properties, Inc.",Real Estate,REIT - Residential,,,0.0,XLRE,Real Estate Select Sector SPDR Fund,1.0,XLRE,,fuzzy,
MRTN,"Marten Transport, Ltd.",Industrials,Trucking,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
MRVI,"Maravai LifeSciences Holdings, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,SMH,VanEck Semiconductor ETF,1.0,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
MS,Morgan Stanley,Financial Services,Capital Markets,KCE,SPDR S&P Capital Markets ETF,0.5,XLF,Financial Select Sector SPDR Fund,1.0,KCE,XLF,fuzzy,
MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,XLF,Financial Select Sector SPDR Fund,0.3333333333333333,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
MSDL,Morgan Stanley Direct Lending Fund,Financial Services,Asset Management,,,0.0,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
MSEX,Middlesex Water Company,Utilities,Utilities - Regulated Water,XLU,Utilities Select Sector SPDR Fund,0.3333333333333333,XLU,Utilities Select Sector SPDR Fund,1.0,XLU,,fuzzy,
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
MSGE,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,PEJ,Invesco Dynamic Leisure & Entertainment ETF,0.5,XLC,Communication Services Select Sector SPDR Fund,1.0,PEJ,XLC,fuzzy,
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,PEJ,Invesco Dynamic Leisure & Entertainment ETF,0.5,XLC,Communication Services Select Sector SPDR Fund,1.0,PEJ,XLC,fuzzy,
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,XLC,Communication Services Select Sector SPDR Fund,0.5,XLK,Technology Select Sector SPDR Fund,1.0,IYZ,XLC,override,manual override
MSTR,Strategy Inc,Technology,Software - Application,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
MT,ArcelorMittal S.A.,Basic Materials,Steel,,,0.0,XLB,Materials Select Sector SPDR Fund,0.5,XLB,,fuzzy,
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
MTDR,Matador Resources Company,Energy,Oil & Gas E&P,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.42857142857142855,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,ITB,iShares U.S. Home Construction ETF,0.2,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,ITB,RSPD,fuzzy,
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,XLI,Industrial Select Sector SPDR Fund,0.25,XLB,Materials Select Sector SPDR Fund,0.5,XLI,XLB,fuzzy,
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,SMH,VanEck Semiconductor ETF,1.0,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,Banks - Diversified,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,XRT,SPDR S&P Retail ETF,0.25,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,XRT,RSPD,fuzzy,
MXL,"MaxLinear, Inc.",Technology,Semiconductors,SMH,VanEck Semiconductor ETF,1.0,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
MYE,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
MYRG,MYR Group Inc.,Industrials,Engineering & Construction,ITB,iShares U.S. Home Construction ETF,0.2,XLI,Industrial Select Sector SPDR Fund,1.0,ITB,XLI,fuzzy,
MZTI,The Marzetti Company,Consumer Defensive,Packaged Foods,FTXG,First Trust Nasdaq Food & Beverage ETF,0.3333333333333333,XLP,Consumer Staples Select Sector SPDR Fund,1.0,FTXG,XLP,fuzzy,
NAMS,NewAmsterdam Pharma Company N.V.,Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
NATL,NCR Atleos Corporation,Technology,Software - Application,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NAVN,"Navan, Inc.",Technology,Software - Application,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NBHC,National Bank Holdings Corporation,Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
NBIS,Nebius Group N.V.,Communication Services,Internet Content & Information,,,0.0,XLC,Communication Services Select Sector SPDR Fund,1.0,XLC,,fuzzy,
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Drilling,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.2857142857142857,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
NBTB,NBT Bancorp Inc.,Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
NCNO,"nCino, Inc.",Technology,Software - Application,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,XLF,Financial Select Sector SPDR Fund,0.3333333333333333,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,XLI,Industrial Select Sector SPDR Fund,0.3333333333333333,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
NE,Noble Corporation plc,Energy,Oil & Gas Drilling,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.2857142857142857,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
NEM,Newmont Corporation,Basic Materials,Gold,GLD,SPDR Gold Shares,0.5,XLB,Materials Select Sector SPDR Fund,0.5,GLD,XLB,fuzzy,
NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NEOG,Neogen Corporation,Healthcare,Medical Devices,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NESR,National Energy Services Reunited Corp.,Energy,Oil & Gas Equipment & Services,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.2857142857142857,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,,,0.0,XLB,Materials Select Sector SPDR Fund,0.5,XLB,,fuzzy,
NEXA,Nexa Resources S.A.,Basic Materials,Other Industrial Metals & Mining,XLI,Industrial Select Sector SPDR Fund,0.25,XLB,Materials Select Sector SPDR Fund,0.5,XLI,XLB,fuzzy,
NEXT,NextDecade Corporation,Energy,Oil & Gas Equipment & Services,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.2857142857142857,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.2857142857142857,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
NFLX,"Netflix, Inc.",Communication Services,Entertainment,PEJ,Invesco Dynamic Leisure & Entertainment ETF,0.5,XLC,Communication Services Select Sector SPDR Fund,1.0,PEJ,XLC,fuzzy,
NG,NovaGold Resources Inc.,Basic Materials,Gold,GLD,SPDR Gold Shares,0.5,XLB,Materials Select Sector SPDR Fund,0.5,GLD,XLB,fuzzy,
NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals,,,0.0,XLB,Materials Select Sector SPDR Fund,0.5,XLB,,fuzzy,
NHC,National HealthCare Corporation,Healthcare,Medical Care Facilities,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,XLU,Utilities Select Sector SPDR Fund,0.3333333333333333,XLU,Utilities Select Sector SPDR Fund,1.0,XLU,,fuzzy,
NIC,"Nicolet Bankshares, Inc.",Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
NICE,NICE Ltd.,Technology,Software - Application,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,XLU,Utilities Select Sector SPDR Fund,0.3333333333333333,XLU,Utilities Select Sector SPDR Fund,1.0,XLU,,fuzzy,
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,,,0.0,RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.5,RSPD,,fuzzy,
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,,,0.0,XLRE,Real Estate Select Sector SPDR Fund,1.0,XLRE,,fuzzy,
NMAX,"Newsmax, Inc.",Communication Services,Broadcasting,,,0.0,XLC,Communication Services Select Sector SPDR Fund,1.0,XLC,,fuzzy,
NMIH,"NMI Holdings, Inc.",Financial Services,Insurance - Specialty,KIE,SPDR S&P Insurance ETF,0.25,XLF,Financial Select Sector SPDR Fund,1.0,KIE,XLF,fuzzy,
NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
NMR,"Nomura Holdings, Inc.",Financial Services,Capital Markets,KCE,SPDR S&P Capital Markets ETF,0.5,XLF,Financial Select Sector SPDR Fund,1.0,KCE,XLF,fuzzy,
NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,XLRE,Real Estate Select Sector SPDR Fund,1.0,XLRE,Real Estate Select Sector SPDR Fund,1.0,XLRE,,fuzzy,
NN,NextNav Inc.,Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NNI,"Nelnet, Inc.",Financial Services,Credit Services,,,0.0,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
NNN,"NNN REIT, Inc.",Real Estate,REIT - Retail,XRT,SPDR S&P Retail ETF,0.25,XLRE,Real Estate Select Sector SPDR Fund,1.0,XRT,XLRE,fuzzy,
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.42857142857142855,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
NOVT,Novanta Inc.,Technology,Scientific & Technical Instruments,,,0.0,XLK,Technology Select Sector SPDR Fund,1.0,XLK,,fuzzy,
NOW,"ServiceNow, Inc.",Technology,Software - Application,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NPKI,NPK International Inc.,Industrials,Building Products & Equipment,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
NRIX,"Nurix Therapeutics, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,XLI,Industrial Select Sector SPDR Fund,0.5,XLRE,Real Estate Select Sector SPDR Fund,1.0,XLI,XLRE,fuzzy,
NSIT,"Insight Enterprises, Inc.",Technology,Electronics & Computer Distribution,,,0.0,XLK,Technology Select Sector SPDR Fund,1.0,XLK,,fuzzy,
NSSC,"Napco Security Technologies, Inc.",Industrials,Security & Protection Services,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NTB,The Bank of N.T. Butterfield & Son Limited,Financial Services,Banks - Diversified,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NTES,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,,,0.0,XLC,Communication Services Select Sector SPDR Fund,1.0,XLC,,fuzzy,
NTLA,"Intellia Therapeutics, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NTR,Nutrien Ltd.,Basic Materials,Agricultural Inputs,,,0.0,XLB,Materials Select Sector SPDR Fund,0.5,XLB,,fuzzy,
NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NTRS,Northern Trust Corporation,Financial Services,Asset Management,,,0.0,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
NTSK,"Netskope, Inc.",Technology,Software - Infrastructure,IGV,iShares Expanded Tech-Software Sector ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,IGV,XLK,fuzzy,
NTST,NETSTREIT Corp.,Real Estate,REIT - Retail,XRT,SPDR S&P Retail ETF,0.25,XLRE,Real Estate Select Sector SPDR Fund,1.0,XRT,XLRE,fuzzy,
NU,Nu Holdings Ltd.,Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
NUVB,Nuvation Bio Inc.,Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
NUVL,"Nuvalent, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
NVAX,"Novavax, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
NVCR,NovoCure Limited,Healthcare,Medical Devices,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NVDA,NVIDIA Corporation,Technology,Semiconductors,SMH,VanEck Semiconductor ETF,1.0,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
NVGS,Navigator Holdings Ltd.,Energy,Oil & Gas Midstream,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,0.2857142857142857,XLE,Energy Select Sector SPDR Fund,1.0,XOP,XLE,fuzzy,
NVMI,Nova Ltd.,Technology,Semiconductor Equipment & Materials,SMH,VanEck Semiconductor ETF,0.3333333333333333,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
NVS,Novartis AG,Healthcare,Drug Manufacturers - General,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,,,0.0,XLV,Health Care Select Sector SPDR Fund,1.0,XLV,,fuzzy,
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
NVTS,Navitas Semiconductor Corporation,Technology,Semiconductors,SMH,VanEck Semiconductor ETF,1.0,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
NWBI,"Northwest Bancshares, Inc.",Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
NWG,NatWest Group plc,Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,,,0.0,XLP,Consumer Staples Select Sector SPDR Fund,1.0,XLP,,fuzzy,
NWN,nan,Utilities,Utilities - Regulated Gas,XLU,Utilities Select Sector SPDR Fund,0.3333333333333333,XLU,Utilities Select Sector SPDR Fund,1.0,XLU,,fuzzy,
NWPX,"NWPX Infrastructure, Inc.",Basic Materials,Steel,,,0.0,XLB,Materials Select Sector SPDR Fund,0.5,XLB,,fuzzy,
NWS,News Corporation,Communication Services,Entertainment,PEJ,Invesco Dynamic Leisure & Entertainment ETF,0.5,XLC,Communication Services Select Sector SPDR Fund,1.0,PEJ,XLC,fuzzy,
NWSA,News Corporation,Communication Services,Entertainment,PEJ,Invesco Dynamic Leisure & Entertainment ETF,0.5,XLC,Communication Services Select Sector SPDR Fund,1.0,PEJ,XLC,fuzzy,
NXE,NexGen Energy Ltd.,Energy,Uranium,,,0.0,XLE,Energy Select Sector SPDR Fund,1.0,XLE,,fuzzy,
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,SMH,VanEck Semiconductor ETF,1.0,XLK,Technology Select Sector SPDR Fund,1.0,SMH,XLK,fuzzy,
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,,,0.0,XLRE,Real Estate Select Sector SPDR Fund,1.0,XLRE,,fuzzy,
NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,,,0.0,XLC,Communication Services Select Sector SPDR Fund,1.0,XLC,,fuzzy,
NXT,Nextpower Inc.,Technology,Solar,,,0.0,XLK,Technology Select Sector SPDR Fund,1.0,XLK,,fuzzy,
O,nan,Real Estate,REIT - Retail,XRT,SPDR S&P Retail ETF,0.25,XLRE,Real Estate Select Sector SPDR Fund,1.0,XRT,XLRE,fuzzy,
OBDC,Blue Owl Capital Corporation,Financial Services,Asset Management,,,0.0,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
OBK,"Origin Bancorp, Inc.",Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
OC,Owens Corning,Industrials,Building Products & Equipment,,,0.0,XLI,Industrial Select Sector SPDR Fund,1.0,XLI,,fuzzy,
OCFC,OceanFirst Financial Corp.,Financial Services,Banks - Regional,KBWB,Invesco KBW Bank ETF,1.0,XLF,Financial Select Sector SPDR Fund,1.0,KBWB,XLF,fuzzy,
OCSL,Oaktree Specialty Lending Corporation,Financial Services,Asset Management,,,0.0,XLF,Financial Select Sector SPDR Fund,1.0,XLF,,fuzzy,
OCUL,"Ocular Therapeutix, Inc.",Healthcare,Biotechnology,IBB,iShares Biotechnology ETF,1.0,XLV,Health Care Select Sector SPDR Fund,1.0,IBB,XLV,fuzzy,
